LEMMA	POS	polarity_score	has_polarity	provenance
inpudicus	adj	-1	negative	SILVER
inpulsus	noun	0	neutral	SILVER
inpunitas	noun	-0.5	negative	SILVER
inpunitus	adj	-1	negative	SILVER
inpuritas	noun	-1	negative	SILVER
inpuritia	noun	-1	negative	SILVER
inpurus	adj	-1	negative	SILVER
inputatio	noun	-0.5	negative	SILVER
inputribilis	adj	1	positive	GOLD
inquies	adj	-1	negative	GOLD
inquietus	adj	-1	negative	GOLD
inquinatus	adj	-1	negative	GOLD
inrationabilis	adj	-0.5	negative	GOLD
inrationalis	adj	-0.5	negative	SILVER
inreparabilis	adj	-1	negative	SILVER
inrisus	noun	-1	negative	SILVER
inritamen	noun	0.5	positive	GOLD
inritom	noun	-1	negative	SILVER
inritum	noun	-1	negative	SILVER
inritus	adj	-0.5	negative	SILVER
insaluber	adj	-1	negative	SILVER
insalubris	adj	-1	negative	SILVER
insanabilis	adj	-1	negative	GOLD
insania	noun	-1	negative	GOLD
insanitas	noun	-1	negative	SILVER
insanus	adj	-1	negative	SILVER
insapiens	adj	-1	negative	SILVER
insatiabilis	adj	0	neutral	GOLD
insatiabilitas	noun	0	neutral	SILVER
insciens	adj	0	neutral	SILVER
inscientia	noun	0	neutral	SILVER
inscitia	noun	0	neutral	SILVER
inscitus	adj	0	neutral	SILVER
inscius	adj	-1	negative	GOLD
inscrutabilis	adj	0	neutral	GOLD
insecundus	adj	0	neutral	SILVER
insensualis	adj	-0.5	negative	SILVER
insensualitas	noun	-0.5	negative	SILVER
insepultus	adj	-0.5	negative	GOLD
insidiae	noun	-1	negative	GOLD
insidiosus	adj	-1	negative	GOLD
insigne	noun	0	neutral	GOLD
insigniarius	noun	0	neutral	SILVER
insignis	adj	0	neutral	SILVER
insignus	adj	0	neutral	SILVER
insincerus	adj	-0.5	negative	SILVER
insipiens	adj	-1	negative	GOLD
insipientia	noun	-1	negative	SILVER
insitus	adj	0	neutral	GOLD
insolens	adj	-1	negative	SILVER
insolentia	noun	-1	negative	GOLD
insolidus	adj	-0.5	negative	SILVER
insolitus	adj	-0.5	negative	GOLD
insollers	adj	-1	negative	SILVER
insomnia	noun	-0.5	negative	SILVER
insomnietas	noun	-0.5	negative	SILVER
insomnis	adj	-0.5	negative	GOLD
insomnitas	noun	-0.5	negative	SILVER
insomnium	noun	0.5	positive	SILVER
insons	adj	1	positive	GOLD
inspiritalis	adj	0	neutral	SILVER
inspoliatus	adj	0.5	positive	GOLD
instabilis	adj	-0.5	negative	SILVER
instabilitas	noun	-0.5	negative	SILVER
instans	adj	-0.5	negative	GOLD
instar	noun	0	neutral	GOLD
institutum	noun	0	neutral	GOLD
instius	adj	-1	negative	SILVER
instratum	noun	0	neutral	GOLD
instructus	noun	0	neutral	GOLD
instructus	adj	0.5	positive	SILVER
instrumentum	noun	0	neutral	GOLD
instudiosus	adj	-0.5	negative	SILVER
insuauis	adj	-1	negative	GOLD
insuauitas	noun	-1	negative	SILVER
insuber	adj	0	neutral	GOLD
insufficiens	adj	-1	negative	GOLD
insufficientia	noun	-1	negative	SILVER
insula	noun	0	neutral	GOLD
insularius	noun	0	neutral	GOLD
intactus	adj	0.5	positive	GOLD
integer	adj	0.5	positive	GOLD
integritas	noun	0.5	positive	SILVER
integritudo	noun	0.5	positive	SILVER
intellectualis	adj	0	neutral	SILVER
intellectus	noun	0	neutral	GOLD
intemperans	adj	-1	negative	SILVER
intemperantia	noun	-1	negative	GOLD
intempestiuitas	noun	-1	negative	SILVER
intempestiuus	adj	-1	negative	GOLD
intemporalis	adj	0	neutral	SILVER
intentionalis	adj	0	neutral	GOLD
intercapedo	noun	0	neutral	GOLD
interceptio	noun	-0.5	negative	GOLD
interdictum	noun	0	neutral	GOLD
interfector	noun	-1	negative	SILVER
interfectrix	noun	-1	negative	GOLD
interfusus	adj	0	neutral	GOLD
interior	adj	0	neutral	GOLD
interitus	noun	-1	negative	SILVER
interminis	adj	0	neutral	SILVER
interminus	adj	0	neutral	SILVER
internecio	noun	-1	negative	SILVER
interneciuus	adj	-1	negative	GOLD
internicio	noun	-1	negative	GOLD
interpres	noun	0	neutral	GOLD
interribilis	adj	-1	negative	SILVER
interritus	adj	0.5	positive	GOLD
interstitio	noun	0	neutral	GOLD
interuallum	noun	0	neutral	GOLD
intestabilis	adj	-1	negative	GOLD
intestinarius	adj	0	neutral	SILVER
intestinus	adj	0	neutral	GOLD
intimidus	adj	0.5	positive	SILVER
intimus	noun	1	positive	GOLD
intolerabilis	adj	-0.5	negative	GOLD
intolerabilitas	noun	-0.5	negative	SILVER
intolerandus	adj	-1	negative	GOLD
intolerans	adj	-1	negative	GOLD
intolerantia	noun	-1	negative	SILVER
intortus	adj	0	neutral	GOLD
intractabilis	adj	0	neutral	GOLD
intrectabilis	adj	0	neutral	SILVER
intrepidus	adj	1	positive	GOLD
intritus	adj	0.5	positive	GOLD
introductio	noun	0	neutral	GOLD
introitus	noun	0	neutral	GOLD
intutus	adj	-0.5	negative	SILVER
inualidus	adj	-1	negative	SILVER
inualitudo	noun	-1	negative	SILVER
inueitus	adj	-0.5	negative	SILVER
inueniabilis	adj	-1	negative	SILVER
inuentor	noun	0	neutral	GOLD
inuenustus	adj	-1	negative	SILVER
inuerecundia	noun	-1	negative	SILVER
inuerecundus	adj	-1	negative	SILVER
inuerus	adj	-0.5	negative	SILVER
inueteratus	adj	0	neutral	SILVER
inuictus	adj	1	positive	GOLD
inuidia	noun	-1	negative	GOLD
inuidiosus	adj	-1	negative	GOLD
inuidus	adj	-1	negative	GOLD
inuidus	noun	-1	negative	GOLD
inuiolentus	adj	1	positive	SILVER
inuisibilis	adj	0	neutral	SILVER
inuisibilitas	noun	0	neutral	SILVER
inuisus	adj	-0.5	negative	GOLD
inuitalis	adj	0	neutral	SILVER
inuitus	adj	-0.5	negative	GOLD
inuius	adj	0	neutral	SILVER
inultus	adj	-0.5	negative	GOLD
inundatio	noun	0	neutral	GOLD
inuoluntarius	adj	0	neutral	GOLD
inuoluntas	noun	0	neutral	SILVER
inurbanus	adj	-0.5	negative	GOLD
inusitatus	adj	-0.5	negative	GOLD
inutilis	adj	-1	negative	SILVER
inutilitas	noun	-1	negative	SILVER
iocalis	adj	-0.5	negative	SILVER
iocista	noun	-0.5	negative	SILVER
iocondus	adj	1	positive	SILVER
iocularius	adj	0.5	positive	GOLD
ioculus	noun	0.5	positive	SILVER
iocus	noun	-0.5	negative	GOLD
ionius	adj	0	neutral	GOLD
ioudex	noun	0.5	positive	SILVER
ioudiciom	noun	0.5	positive	SILVER
ious	noun	0.5	positive	SILVER
ira	noun	-1	negative	SILVER
iracundia	noun	-1	negative	GOLD
iracundus	adj	-1	negative	GOLD
irascibilis	adj	-1	negative	GOLD
iratus	adj	-1	negative	GOLD
iris	noun	0	neutral	GOLD
iritis	noun	0	neutral	GOLD
irpex	noun	0	neutral	GOLD
irratio	noun	-0.5	negative	SILVER
irrationabilis	adj	-0.5	negative	SILVER
irrationalis	adj	-0.5	negative	GOLD
irreligio	noun	-1	negative	SILVER
irremediabilis	adj	-1	negative	GOLD
irreparabilis	adj	-1	negative	SILVER
irrisus	noun	-1	negative	GOLD
irritamen	noun	0.5	positive	SILVER
irritator	noun	-0.5	negative	GOLD
irritom	noun	-1	negative	SILVER
irritum	noun	-1	negative	GOLD
irritus	adj	-0.5	negative	GOLD
issicus	adj	0	neutral	GOLD
isthmus	noun	0	neutral	GOLD
italicus	adj	0	neutral	GOLD
italus	adj	0	neutral	GOLD
iter	noun	0	neutral	GOLD
itiner	noun	0	neutral	SILVER
itineralis	adj	0	neutral	SILVER
itinerarius	adj	0	neutral	SILVER
iuba	noun	0	neutral	GOLD
iucunditas	noun	1	positive	SILVER
iucunditudo	noun	1	positive	SILVER
iucundus	adj	1	positive	GOLD
iudex	noun	0.5	positive	GOLD
iudicatom	noun	0	neutral	SILVER
iudicatum	noun	0	neutral	GOLD
iudicatus	noun	0.5	positive	SILVER
iudicialis	adj	0.5	positive	SILVER
iudiciarius	adj	0.5	positive	SILVER
iudiciom	noun	0.5	positive	SILVER
iudicium	noun	0.5	positive	GOLD
iugalis	adj	0	neutral	GOLD
iugerum	noun	0	neutral	GOLD
iugulum	noun	0	neutral	GOLD
iugurthinus	adj	0	neutral	GOLD
iulis	noun	0	neutral	GOLD
iulius	adj	0	neutral	GOLD
iumentum	noun	0	neutral	GOLD
iunctus	adj	0	neutral	GOLD
iuniperus	noun	0	neutral	GOLD
iuratus	adj	0	neutral	GOLD
iurgiom	noun	-1	negative	SILVER
iurgium	noun	-1	negative	GOLD
ius	noun	0.5	positive	GOLD
iusiurandum	noun	0	neutral	GOLD
iussum	noun	0	neutral	GOLD
iussus	noun	0	neutral	GOLD
iustitia	noun	1	positive	SILVER
iustitiale	noun	-1	negative	SILVER
iustitiom	noun	-1	negative	SILVER
iustitium	noun	-1	negative	GOLD
iustom	noun	1	positive	SILVER
iustum	noun	1	positive	GOLD
iustus	adj	1	positive	GOLD
iuuenca	noun	0	neutral	GOLD
iuuenis	noun	0	neutral	GOLD
iuuenis	adj	0	neutral	GOLD
iuuenta	noun	0.5	positive	GOLD
iuuentus	noun	0	neutral	GOLD
jocundiatas	noun	1	positive	GOLD
jucundus	adj	1	positive	GOLD
judex	noun	0	neutral	GOLD
juridicus	noun	0	neutral	GOLD
kadamitas	noun	-1	negative	SILVER
kalendarium	noun	0	neutral	GOLD
kalumnia	noun	-1	negative	SILVER
kausa	noun	0	neutral	SILVER
kaussa	noun	0	neutral	SILVER
labecula	noun	0	neutral	GOLD
labes	noun	-1	negative	SILVER
labor	noun	-0.5	negative	GOLD
labos	noun	-0.5	negative	SILVER
labrum	noun	0	neutral	GOLD
lac	noun	0	neutral	GOLD
laccatus	adj	0	neutral	SILVER
laccus	noun	0	neutral	SILVER
lacer	adj	-1	negative	GOLD
laceratio	noun	-0.5	negative	GOLD
lacernatus	adj	0	neutral	GOLD
lacertus	noun	0	neutral	GOLD
lacrimabilis	adj	-1	negative	GOLD
lacrimosus	adj	-0.5	negative	GOLD
lacteolus	adj	0	neutral	GOLD
laculatus	adj	0	neutral	SILVER
lacuna	noun	0	neutral	SILVER
lacus	noun	0	neutral	GOLD
laelianus	adj	0	neutral	GOLD
laetatio	noun	1	positive	GOLD
laetitas	noun	1	positive	SILVER
laetitia	noun	1	positive	SILVER
laetities	noun	1	positive	SILVER
laetitudo	noun	1	positive	SILVER
laetus	adj	1	positive	GOLD
laeua	noun	0	neutral	GOLD
laeuamentom	noun	0.5	positive	SILVER
laeuamentum	noun	0.5	positive	SILVER
laeuos	adj	-1	negative	SILVER
laeuus	adj	-1	negative	GOLD
lamenta	noun	-1	negative	GOLD
lana	noun	0	neutral	GOLD
lancinatio	noun	-1	negative	GOLD
languidulus	adj	-0.5	negative	GOLD
languidus	adj	-0.5	negative	GOLD
languor	noun	-1	negative	GOLD
laniatus	noun	-1	negative	GOLD
lanificus	adj	0	neutral	GOLD
laniger	adj	0	neutral	GOLD
lanisticius	adj	0	neutral	GOLD
lanterna	noun	0	neutral	GOLD
lanternarius	noun	0	neutral	SILVER
lapathus	noun	0	neutral	GOLD
lapidaris	adj	0	neutral	SILVER
lapidarius	adj	0	neutral	SILVER
lapidatio	noun	-0.5	negative	GOLD
lapideus	adj	0	neutral	SILVER
lapis	noun	0	neutral	SILVER
laqueus	noun	-0.5	negative	GOLD
lardom	noun	0	neutral	SILVER
lardum	noun	0	neutral	GOLD
largitio	noun	0	neutral	SILVER
largus	adj	1	positive	GOLD
larualis	adj	0	neutral	GOLD
lasarpiciom	noun	0	neutral	SILVER
laserpiciarius	adj	0	neutral	SILVER
laserpiciatus	adj	0	neutral	SILVER
laserpicium	noun	0	neutral	GOLD
lassitudo	noun	-1	negative	GOLD
lassus	adj	-1	negative	GOLD
latebra	noun	-0.5	negative	GOLD
laterna	noun	0	neutral	SILVER
latex	noun	0	neutral	GOLD
latinus	adj	0	neutral	GOLD
lator	noun	0	neutral	GOLD
latro	noun	-1	negative	GOLD
latrocinium	noun	-1	negative	GOLD
latus	noun	0	neutral	GOLD
laudabilis	adj	1	positive	GOLD
laudabilitas	noun	1	positive	SILVER
laudatio	noun	1	positive	GOLD
lauinus	adj	0	neutral	GOLD
laurens	adj	0	neutral	GOLD
laurus	noun	0	neutral	GOLD
laus	noun	1	positive	GOLD
lautus	adj	1	positive	GOLD
laxus	adj	0	neutral	GOLD
lecio	noun	0	neutral	SILVER
lectica	noun	0	neutral	GOLD
lecticarius	noun	0	neutral	SILVER
lector	noun	0	neutral	GOLD
lectus	noun	0	neutral	SILVER
lectus	adj	1	positive	GOLD
legalis	adj	0.5	positive	SILVER
legarium	noun	0.5	positive	SILVER
legatio	noun	0	neutral	GOLD
legatus	noun	0	neutral	GOLD
legens	noun	0	neutral	GOLD
legio	noun	0	neutral	GOLD
legionarius	adj	0	neutral	SILVER
legitimus	adj	1	positive	GOLD
legumen	noun	0	neutral	SILVER
leguminarius	adj	0	neutral	SILVER
leiber	adj	0.5	positive	SILVER
leibereis	noun	1	positive	SILVER
leis	noun	-0.5	negative	SILVER
leitera	noun	0	neutral	SILVER
lena	noun	-1	negative	GOLD
lenis	adj	1	positive	SILVER
lenitas	noun	1	positive	GOLD
lenitudo	noun	1	positive	SILVER
leno	noun	-1	negative	GOLD
lenociniom	noun	-1	negative	SILVER
lenocinium	noun	-1	negative	GOLD
lenonius	adj	-1	negative	GOLD
lentitudo	noun	-0.5	negative	SILVER
leo	noun	0	neutral	GOLD
leontinus	adj	0	neutral	GOLD
lepor	noun	1	positive	SILVER
lepos	noun	1	positive	GOLD
lepus	noun	0	neutral	GOLD
lernaeus	adj	0	neutral	GOLD
letalis	adj	-1	negative	SILVER
lethom	noun	-1	negative	SILVER
letum	noun	-1	negative	SILVER
leuamen	noun	1	positive	GOLD
leuamentarius	adj	0	neutral	SILVER
leuamentom	noun	0.5	positive	SILVER
leuamentum	noun	0.5	positive	GOLD
leucopoecilos	noun	0	neutral	GOLD
leuidensis	adj	0	neutral	SILVER
leuigatus	adj	0	neutral	GOLD
leuis	adj	0	neutral	GOLD
leuitas	noun	0	neutral	SILVER
leuitudo	noun	0	neutral	SILVER
leuor	noun	0.5	positive	GOLD
lex	noun	0.5	positive	GOLD
lexs	noun	0.5	positive	SILVER
libella	noun	0	neutral	GOLD
libellaris	adj	0	neutral	SILVER
libellarius	adj	0	neutral	SILVER
libellatici	noun	0	neutral	SILVER
libellatus	adj	0	neutral	SILVER
libellus	noun	0	neutral	GOLD
libens	adj	1	positive	GOLD
liber	adj	0.5	positive	GOLD
liber	noun	0	neutral	GOLD
liberalis	adj	1	positive	GOLD
liberalitas	noun	1	positive	GOLD
liberi	noun	0	neutral	SILVER
libertas	noun	0.5	positive	SILVER
libertinus	noun	0.5	positive	SILVER
libertus	noun	0.5	positive	SILVER
libidinosus	adj	-1	negative	GOLD
libido	noun	-0.5	negative	SILVER
libitinarius	noun	0	neutral	GOLD
liburnus	adj	0	neutral	GOLD
libycus	adj	0	neutral	GOLD
licentia	noun	-0.5	negative	GOLD
licentiatus	noun	0	neutral	SILVER
lictor	noun	0	neutral	GOLD
lien	noun	-1	negative	GOLD
lienicus	adj	-1	negative	SILVER
lienis	noun	-1	negative	SILVER
ligamen	noun	0	neutral	GOLD
ligneolus	adj	0	neutral	GOLD
ligneus	adj	-0.5	negative	GOLD
lignum	noun	0	neutral	GOLD
ligo	noun	0	neutral	GOLD
ligumen	noun	0	neutral	SILVER
lilybaetanus	adj	0	neutral	GOLD
limen	noun	0	neutral	GOLD
limes	noun	0	neutral	SILVER
limonata	noun	0	neutral	GOLD
limus	noun	-0.5	negative	SILVER
lingua	noun	0	neutral	SILVER
linguarium	noun	-0.5	negative	SILVER
linguatus	adj	0.5	positive	SILVER
linguax	adj	-0.5	negative	SILVER
linteolom	noun	0	neutral	SILVER
linteolum	noun	0	neutral	GOLD
linteum	noun	0	neutral	GOLD
linteus	adj	0	neutral	GOLD
liquamen	noun	0	neutral	GOLD
liquaminarius	noun	0	neutral	SILVER
liquaminatus	adj	0	neutral	SILVER
liquidus	adj	0	neutral	GOLD
liquor	noun	0	neutral	GOLD
lis	noun	-0.5	negative	GOLD
literninus	adj	0	neutral	GOLD
litigans	noun	0	neutral	GOLD
litigator	noun	0	neutral	GOLD
litigatus	noun	-0.5	negative	SILVER
litigiom	noun	-0.5	negative	SILVER
litigiosus	adj	-1	negative	GOLD
litigium	noun	-0.5	negative	GOLD
littera	noun	0	neutral	SILVER
litteralis	adj	0	neutral	SILVER
litterarius	adj	0	neutral	SILVER
litteratus	adj	0.5	positive	GOLD
litus	noun	0	neutral	GOLD
liuor	noun	-0.5	negative	GOLD
localis	adj	0	neutral	SILVER
locarius	adj	0	neutral	SILVER
locuples	adj	1	positive	GOLD
locus	noun	0	neutral	GOLD
longarius	adj	0	neutral	SILVER
longinquitas	noun	0	neutral	GOLD
longinquus	adj	0	neutral	GOLD
longitia	noun	0	neutral	SILVER
longitudo	noun	0	neutral	SILVER
longum	noun	0	neutral	GOLD
longus	adj	0	neutral	GOLD
loquaculus	adj	-0.5	negative	GOLD
loquentia	noun	0.5	positive	GOLD
lorica	noun	0	neutral	GOLD
loricula	noun	0	neutral	GOLD
lorum	noun	0	neutral	GOLD
lubidinosus	adj	-1	negative	SILVER
lucerna	noun	0	neutral	GOLD
lucidus	adj	1	positive	GOLD
lucifer	adj	0.5	positive	GOLD
luctificus	adj	-1	negative	GOLD
luctuosus	adj	-1	negative	GOLD
luctus	noun	-1	negative	SILVER
luculentas	noun	1	positive	SILVER
luculentia	noun	1	positive	SILVER
luculentitas	noun	1	positive	SILVER
luculentus	adj	1	positive	GOLD
lucullianus	adj	0	neutral	GOLD
lucus	noun	0	neutral	GOLD
ludiarius	adj	0	neutral	SILVER
ludibriom	noun	-1	negative	SILVER
ludibrium	noun	-1	negative	GOLD
ludio	noun	0	neutral	SILVER
ludius	noun	0	neutral	SILVER
lues	noun	-1	negative	GOLD
lumen	noun	0.5	positive	GOLD
luna	noun	0	neutral	GOLD
lunaris	adj	0	neutral	GOLD
lupanar	noun	-1	negative	GOLD
luparius	noun	0	neutral	SILVER
lupatus	adj	0	neutral	SILVER
lupinarius	adj	0	neutral	GOLD
lupus	noun	0	neutral	GOLD
luridatus	adj	-1	negative	SILVER
luridus	adj	-1	negative	GOLD
luscus	adj	-0.5	negative	GOLD
lusor	noun	-0.5	negative	GOLD
lusus	noun	0	neutral	GOLD
luteus	adj	-0.5	negative	GOLD
lutum	noun	-0.5	negative	SILVER
lux	noun	0	neutral	GOLD
luxoria	noun	-0.5	negative	SILVER
luxuria	noun	-0.5	negative	GOLD
luxus	noun	-0.5	negative	SILVER
lympha	noun	0	neutral	SILVER
lymphatus	noun	-1	negative	SILVER
lymphatus	adj	-1	negative	SILVER
lynx	noun	0	neutral	GOLD
lyra	noun	0	neutral	SILVER
lyricus	adj	0	neutral	GOLD
lyristes	noun	0	neutral	GOLD
lysimachos	noun	0	neutral	GOLD
macedonius	adj	0	neutral	GOLD
macister	noun	0.5	positive	SILVER
macula	noun	-0.5	negative	GOLD
madidus	adj	-0.5	negative	GOLD
maenas	noun	0	neutral	GOLD
maeotis	adj	0	neutral	GOLD
maerens	adj	-1	negative	GOLD
maeror	noun	-1	negative	SILVER
maestificus	adj	-1	negative	GOLD
maestitia	noun	-1	negative	SILVER
maestitudo	noun	-1	negative	SILVER
maestus	adj	-1	negative	GOLD
magister	noun	0.5	positive	GOLD
magistralis	adj	0.5	positive	SILVER
magistratus	noun	0.5	positive	SILVER
magnalia	noun	0	neutral	SILVER
magnanimus	adj	1	positive	GOLD
magnarii	noun	0	neutral	SILVER
magnarius	adj	0	neutral	SILVER
magnates	noun	0	neutral	SILVER
magnatus	noun	0	neutral	SILVER
magnes	noun	0	neutral	GOLD
magnificus	adj	0	neutral	SILVER
magnitas	noun	0	neutral	SILVER
magnities	noun	0	neutral	SILVER
magnitudo	noun	0	neutral	SILVER
magnus	adj	0	neutral	GOLD
maiestas	noun	1	positive	GOLD
maiores	noun	0.5	positive	GOLD
maius	adj	0	neutral	GOLD
mala	noun	0	neutral	GOLD
maldictom	noun	-1	negative	SILVER
maldictum	noun	-1	negative	SILVER
maledictom	noun	-1	negative	SILVER
maledictum	noun	-1	negative	GOLD
maledicus	adj	-1	negative	GOLD
malefactom	noun	-1	negative	SILVER
malefactum	noun	-1	negative	GOLD
maleficiom	noun	-1	negative	SILVER
maleficium	noun	-1	negative	SILVER
maleficus	adj	-1	negative	SILVER
malesuadus	adj	-1	negative	GOLD
maletum	noun	0	neutral	SILVER
maleuolentia	noun	-1	negative	SILVER
maleuolus	adj	-1	negative	GOLD
malignans	adj	-1	negative	GOLD
malignitas	noun	-1	negative	GOLD
malignus	adj	-1	negative	GOLD
malitas	noun	-1	negative	SILVER
malitia	noun	-1	negative	SILVER
malities	noun	-1	negative	SILVER
malitiositas	noun	-1	negative	SILVER
malitiosus	adj	-1	negative	GOLD
maliuolentia	noun	-1	negative	GOLD
maliuolus	adj	-1	negative	SILVER
malom	noun	-1	negative	SILVER
malum	noun	-1	negative	GOLD
malus	noun	-1	negative	SILVER
malus	adj	-1	negative	GOLD
manceps	noun	0	neutral	SILVER
mancipalis	adj	0	neutral	SILVER
manciparius	noun	0	neutral	SILVER
mancipiom	noun	0	neutral	SILVER
mancipium	noun	0	neutral	GOLD
mancupiom	noun	0	neutral	SILVER
mancupium	noun	0	neutral	SILVER
mandatum	noun	0	neutral	GOLD
manga	noun	0	neutral	GOLD
manica	noun	0	neutral	SILVER
manifestarius	adj	-0.5	negative	SILVER
manifestus	adj	-0.5	negative	GOLD
manipularis	noun	0	neutral	GOLD
manipulus	noun	0	neutral	GOLD
manlius	adj	0	neutral	GOLD
mansues	adj	1	positive	SILVER
mansuetudo	noun	1	positive	SILVER
mansuetus	adj	0.5	positive	GOLD
manuale	noun	0	neutral	SILVER
manuarius	adj	0	neutral	SILVER
manuatus	adj	0	neutral	SILVER
manufestarius	adj	-0.5	negative	SILVER
manufestus	adj	0	neutral	SILVER
manus	noun	0	neutral	GOLD
manzerinus	noun	-1	negative	GOLD
mapalia	noun	-0.5	negative	GOLD
marca	noun	0	neutral	GOLD
marcha	noun	0	neutral	SILVER
mare	noun	0	neutral	GOLD
mareotis	adj	0	neutral	GOLD
margarita	noun	0	neutral	GOLD
margaritarius	adj	0	neutral	SILVER
margaritatus	adj	0	neutral	SILVER
marinus	adj	0	neutral	GOLD
marita	noun	-0.5	negative	SILVER
maritimus	adj	0	neutral	GOLD
maritus	noun	0	neutral	SILVER
marmor	noun	0	neutral	GOLD
marmoreus	adj	0	neutral	GOLD
marmus	adj	0	neutral	GOLD
maroneus	adj	0	neutral	GOLD
marsus	adj	0	neutral	GOLD
martialis	adj	0	neutral	GOLD
martius	adj	0	neutral	GOLD
mas	noun	0	neutral	SILVER
matella	noun	0	neutral	GOLD
mateola	noun	0	neutral	GOLD
mater	noun	0	neutral	GOLD
materia	noun	0	neutral	GOLD
materialis	adj	0	neutral	SILVER
materiarius	adj	0	neutral	SILVER
materies	noun	0	neutral	GOLD
maternus	adj	0	neutral	GOLD
matratus	noun	0	neutral	SILVER
matrimonium	noun	0	neutral	GOLD
matrona	noun	-0.5	negative	SILVER
matronalis	adj	-0.5	negative	SILVER
matronatus	noun	-0.5	negative	SILVER
mattiacus	adj	0	neutral	GOLD
matutinus	adj	0	neutral	GOLD
mazer	noun	-0.5	negative	GOLD
mazza	noun	0	neutral	GOLD
measurabilis	adj	0	neutral	GOLD
meatus	noun	0	neutral	SILVER
medialis	adj	0	neutral	SILVER
medianus	adj	0	neutral	SILVER
mediatus	adj	0	neutral	SILVER
medicamentarius	adj	0	neutral	SILVER
medicamentom	noun	0	neutral	SILVER
medicamentum	noun	0	neutral	GOLD
medicina	noun	0	neutral	SILVER
medicus	noun	0	neutral	GOLD
medietas	noun	0	neutral	SILVER
medimnum	noun	0	neutral	GOLD
mediocris	adj	0	neutral	SILVER
mediterraneum	noun	0	neutral	GOLD
medium	noun	0	neutral	GOLD
medius	adj	0	neutral	GOLD
medius	noun	0	neutral	GOLD
medulla	noun	0	neutral	GOLD
medusa	noun	0	neutral	GOLD
megalopolitanus	adj	0	neutral	GOLD
meiles	noun	0	neutral	SILVER
mel	noun	0.5	positive	GOLD
meliboeus	adj	0	neutral	GOLD
melichrus	noun	0	neutral	GOLD
melos	noun	0	neutral	GOLD
melota	noun	0	neutral	SILVER
melote	noun	0	neutral	GOLD
membrum	noun	0	neutral	GOLD
memor	adj	0.5	positive	GOLD
memor	noun	1	positive	SILVER
memoria	noun	1	positive	SILVER
memoriola	noun	0	neutral	GOLD
mendaciom	noun	-1	negative	SILVER
mendacitas	noun	-1	negative	SILVER
mendacium	noun	-1	negative	GOLD
mendax	adj	-1	negative	GOLD
mendicitas	noun	-1	negative	SILVER
mendicus	adj	-1	negative	GOLD
mendom	noun	-1	negative	SILVER
mendum	noun	-1	negative	SILVER
mens	noun	0.5	positive	GOLD
mensa	noun	0	neutral	GOLD
mensalis	adj	0	neutral	SILVER
mensarius	adj	0	neutral	SILVER
mensis	noun	0	neutral	GOLD
mensor	noun	0	neutral	SILVER
mensula	noun	0	neutral	GOLD
mensularius	noun	0	neutral	SILVER
mensura	noun	0	neutral	GOLD
mentio	noun	0	neutral	GOLD
meom	noun	0	neutral	SILVER
mercator	noun	0	neutral	GOLD
mercatura	noun	0	neutral	GOLD
mercatus	noun	0	neutral	GOLD
mercedarius	noun	1	positive	SILVER
mercenarius	noun	-0.5	negative	GOLD
mercennarius	adj	0	neutral	SILVER
merces	noun	0	neutral	SILVER
mercimonium	noun	0	neutral	GOLD
mercis	noun	0	neutral	SILVER
merens	adj	1	positive	GOLD
meretrix	noun	-1	negative	GOLD
meridianum	noun	0	neutral	GOLD
meridies	noun	0	neutral	GOLD
meritom	noun	1	positive	SILVER
meritorium	noun	-0.5	negative	GOLD
meritum	noun	1	positive	GOLD
meritus	adj	1	positive	GOLD
merobibus	adj	-0.5	negative	GOLD
merum	noun	0	neutral	GOLD
merus	adj	0.5	positive	GOLD
merx	noun	0	neutral	GOLD
messis	noun	0	neutral	GOLD
messor	noun	0	neutral	GOLD
mestitia	noun	-1	negative	SILVER
meta	noun	0	neutral	GOLD
metallum	noun	0	neutral	GOLD
metator	noun	0	neutral	GOLD
metuens	adj	-1	negative	GOLD
metus	noun	-1	negative	GOLD
meum	noun	0	neutral	GOLD
meus	adj	0	neutral	SILVER
miles	noun	0	neutral	GOLD
militans	noun	0	neutral	GOLD
militaris	adj	0	neutral	GOLD
militarius	adj	0	neutral	SILVER
militia	noun	0	neutral	SILVER
milities	noun	0	neutral	SILVER
milito	noun	0	neutral	SILVER
milium	noun	0	neutral	GOLD
millesima	noun	0	neutral	GOLD
mimarius	adj	0	neutral	SILVER
mimiambi	noun	0	neutral	GOLD
mimicus	adj	-0.5	negative	GOLD
mimus	noun	-0.5	negative	SILVER
minae	noun	-0.5	negative	GOLD
minax	adj	-0.5	negative	GOLD
minimum	noun	0	neutral	GOLD
minister	noun	0	neutral	GOLD
minister	adj	0	neutral	GOLD
ministeriales	noun	0	neutral	SILVER
ministeriani	noun	0	neutral	SILVER
ministeriom	noun	0	neutral	SILVER
ministerium	noun	0	neutral	SILVER
minutus	adj	0	neutral	GOLD
mirabilis	adj	1	positive	GOLD
mirator	noun	0	neutral	GOLD
miratrix	noun	0	neutral	GOLD
mirus	adj	1	positive	GOLD
miscellus	adj	0	neutral	GOLD
misellus	adj	-1	negative	GOLD
miser	adj	-1	negative	GOLD
miserabilis	adj	-1	negative	GOLD
miserandus	adj	-1	negative	GOLD
miseria	noun	-1	negative	SILVER
misericordia	noun	1	positive	GOLD
